Muni,Surname,Name,ID Number,Year,Age,Gender,Elderly,Disabled,Veteran,HasClaim,OldApplicant,Allocated,Valid,Score
EKU,Ndaba,Wayne,8012255323035,2015,44,Female,0,0,0,0,0,0,1,0
GT422,Gumede,Sibongile,8609069431146,1996,38,Female,0,1,0,1,1,0,1,3
DC42,Green,Nomthandazo,3809063897770,2015,86,Female,1,0,0,1,0,0,1,2
GT422,Mfenyana,Thandeka,7412047851548,2004,50,Female,0,0,1,1,0,0,1,2
DC48,Green,Kagiso,6209283896959,2021,62,Female,0,1,0,0,0,1,1,1
GT421,Yaso,Ayabonga,3405216258569,2002,90,Male,1,1,1,0,0,0,1,3
EKU,Mitchell,Zintle,9702129326742,2006,28,Female,0,0,1,0,0,1,1,1
GT484,Martin,Tanya,6608095969956,2001,58,Male,0,1,0,0,0,0,1,1
DC48,Mabuza,Lusanda,5106036298925,2008,73,Female,1,0,1,0,0,1,1,2
GT484,Ngqola,Khanyisa,4704243397327,1995,77,Female,1,0,0,1,1,0,1,3
GT422,Buthelezi,Siyabonga,8307282352698,2010,41,Male,0,0,0,1,0,1,1,1
GT484,Young,Jason,3409169839157,2006,90,Male,1,1,0,1,0,1,1,3
TSH,Adams,Jason,404021083752,2000,81,Male,1,0,1,0,0,0,1,2
GT481,Young,Tanya,2701092402630,1999,98,Female,1,0,1,1,1,0,1,4
JHB,Wright,Khanyisa,9809032923592,2008,26,Male,0,1,0,0,0,1,1,1
DC48,Wright,Vuyolwethu,7701133967267,2022,48,Male,0,0,0,0,0,0,1,0
EKU,Scott,Nomthandazo,9205106368491,2022,32,Male,0,0,1,1,0,0,1,2
GT421,Mfenyana,Kevin,9210215908967,2022,32,Female,0,1,0,0,0,1,1,1
GT421,Smith,Naledi,9006071726020,2000,34,Female,0,0,0,0,0,1,1,0
TSH,Dlamini,Wayne,9905284527306,2013,25,Female,0,0,1,0,0,0,1,1
DC48,Smith,Gugu,3605077835837,2001,88,Male,1,0,0,0,0,1,1,1
GT421,Martin,Khanyisa,6104255965780,1997,63,Female,0,1,1,0,1,0,1,3
EKU,Ngidi,Nosipho,9111199612327,2007,33,Female,0,1,1,0,0,1,1,2
JHB,Noqoli,Anele,8305085761091,2005,41,Male,0,1,0,0,0,1,1,1
GT485,Murphy,Lungile,5805229745405,1995,66,Female,1,0,1,0,1,0,1,3
DC42,Mpofu,Zimasa,9906132832286,2005,25,Female,0,1,1,1,0,0,1,3
GT484,Ngidi,Siyabonga,3908275898924,2017,85,Female,1,1,1,1,0,1,1,4
JHB,Walker,Thandeka,5309287595666,2014,71,Female,1,0,1,1,0,1,1,3
TSH,Mitchell,Buhle,7602289978399,1995,49,Male,0,1,1,0,1,0,1,3
GT422,Mahlangu,Shaun,8503185570033,2008,40,Male,0,1,1,1,0,1,1,3
EKU,Martin,Nomvula,8709107295875,2012,37,Female,0,0,0,1,0,0,1,1
TSH,Zikhali,Lerato,7506154521925,2004,49,Male,0,1,1,0,0,0,1,2
EKU,Mkhize,Tanya,4108196308340,2020,83,Female,1,0,0,0,0,1,1,1
DC48,Mbatha,Nokuthula,6806076261789,2008,56,Female,0,0,1,0,0,0,1,1
EKU,Ngqola,Jody,7411036001271,2012,50,Male,0,1,0,1,0,0,0,2
GT422,Feni,Stacy,9305177176538,2016,31,Male,0,1,1,1,0,0,1,3
EKU,Zulu,Thandeka,7507076770284,2019,49,Female,0,0,1,1,0,0,1,2
GT423,Ntuli,Bongi,3608124186853,2019,88,Female,1,1,0,1,0,1,1,3
GT421,Mfenyana,Shaun,8806111817044,1995,36,Male,0,0,1,0,1,1,1,2
EKU,Shabalala,Vuyiswa,9605256888312,2016,28,Male,0,0,1,1,0,1,1,2
GT484,Sithole,Nomthandazo,9306227221092,2009,31,Male,0,1,1,0,0,1,1,2
TSH,Ndlovu,Litha,4006057259573,2016,84,Male,1,0,1,0,0,1,1,2
GT481,Motsweni,Ayanda,6207114884462,1997,62,Male,0,1,1,0,1,1,1,3
TSH,Adams,Nosipho,6708266748063,2003,57,Female,0,1,0,1,0,0,1,2
DC42,Adams,Zimasa,4806113782175,1995,76,Female,1,0,0,1,1,0,1,3
EKU,Mbatha,Zanele,8310248790288,2011,41,Female,0,0,0,0,0,0,1,0
GT485,Qina,Zanele,5122663055,2014,72,Male,1,0,1,1,0,1,1,3
TSH,Bongo,Nomthandazo,2603208960346,2021,99,Female,1,0,1,0,0,0,1,2
EKU,Mdletshe,Sibongile,3602143976362,2004,89,Female,1,1,1,0,0,1,1,3
GT481,Majozi,Tshepo,3007016824573,1999,94,Male,1,0,1,1,1,1,1,4
JHB,Mbatha,Njabulo,3911253888430,1997,85,Female,1,0,1,0,1,0,1,3
JHB,Gqirana,Siphesihle,9809245597671,1996,26,Male,0,0,1,1,1,0,1,3
GT423,Ntuli,Sinethemba,5009275227271,1995,74,Female,1,1,1,0,1,0,1,4
DC42,Mdletshe,Ayabonga,3006105858777,2001,94,Female,1,1,1,1,0,0,1,4
TSH,Adams,Lusanda,7212218550272,2014,52,Male,0,0,0,0,0,0,1,0
TSH,Ward,Khanyisile,8809234859629,2008,36,Female,0,1,0,0,0,1,1,1
EKU,Mphahlele,Yamkela,7207194041042,2022,52,Male,0,0,0,0,0,1,1,0
DC42,Stewart,Zimasa,4210066439437,2022,82,Male,1,1,0,0,0,1,1,2
EKU,Mahlasela,Kagiso,7306235534005,2020,51,Female,0,0,0,0,0,0,1,0
GT484,Ndlovu,Kagiso,3607246228655,2012,88,Male,1,1,0,1,0,1,1,3
GT423,Dlamini,Ashley,6704067909943,1995,58,Male,0,0,0,0,1,0,1,1
GT422,Brown,Sibusiso,6505175454330,2022,59,Male,0,1,1,0,0,1,1,2
GT421,Dlamini,Shaun,2604176342311,2022,98,Female,1,0,1,0,0,0,1,2
GT421,Adams,Zanele,501148214268,2014,74,Female,1,1,0,0,0,1,1,2
GT485,Cele,Buhle,3409205365368,1998,90,Male,1,1,0,0,1,1,1,3
GT484,Mphahlele,Khanyisile,8012244898075,2005,44,Male,0,1,1,0,0,1,1,2
DC48,Khoza,Anele,9905114003514,2008,25,Female,0,1,0,0,0,0,1,1
TSH,Sithole,Themba,5209183784447,2014,72,Male,1,0,0,1,0,0,1,2
TSH,Zwane,Sipho,7108126610981,2003,53,Male,0,1,1,0,0,1,1,2
EKU,Zwane,Nicole,7212279002052,2010,52,Male,0,0,0,1,0,1,1,1
DC48,Ncobo,Gugulethu,4803178710582,2017,77,Female,1,0,0,0,0,0,1,1
GT423,Noqoli,Zanele,3806117533647,2021,86,Female,1,1,0,0,0,0,1,2
GT423,Nqini,Onwaba,5406243357981,2009,70,Male,1,0,0,1,0,1,1,2
GT484,Mthimkulu,Kagiso,8112269102696,2013,43,Female,0,0,1,1,0,1,1,2
TSH,Mdluli,Buhle,5610073898038,2016,68,Female,1,1,1,1,0,0,1,4
GT423,Taylor,Lusanda,2704097554533,2006,98,Male,1,0,0,0,0,0,1,1
DC48,Green,Nomonde,5804227620716,2020,66,Female,1,0,0,1,0,1,1,2
GT422,Maluleke,Akhona,8604069718516,2013,39,Female,0,1,0,1,0,1,1,2
EKU,Mphahlele,Akhona,3607034219024,2001,88,Male,1,1,1,0,0,1,1,3
GT485,Gumede,Brandon,4305135604174,2018,81,Male,1,1,1,0,0,0,1,3
DC48,Ndlovu,Siyabonga,3206224742534,2004,92,Male,1,1,1,0,0,0,1,3
DC42,Ndaba,Luyolo,6003109193700,2004,65,Male,0,0,1,1,0,1,1,2
GT481,Maluleke,Thamsanqa,6902139065957,2020,56,Male,0,1,1,1,0,0,1,3
GT481,Mthimkulu,Lauren,8510104324573,2004,39,Male,0,1,0,0,0,1,1,1
GT485,Smith,Jade,3903111070066,2012,86,Female,1,1,1,1,0,1,1,4
DC42,Taylor,Mpumelelo,7205062608482,2017,52,Female,0,1,1,0,0,1,1,2
JHB,Ward,Lindiwe,9309226954643,2016,31,Female,0,0,0,1,0,0,1,1
GT423,Magwaza,Brandon,4812256511123,2011,76,Female,1,0,1,1,0,1,1,3
GT423,Ngubane,Zintle,4704276771608,2020,77,Male,1,0,1,1,0,0,1,3
GT421,Young,Sibongile,4912042404277,2018,75,Female,1,0,1,0,0,1,1,2
GT484,Feni,Mandla,5508247828768,1999,69,Male,1,0,1,1,1,0,1,4
TSH,Mabuza,Khanyisa,9111052776096,2007,33,Female,0,1,0,1,0,0,1,2
GT485,Martin,Akhona,3202252597847,1999,93,Male,1,0,1,0,1,0,1,3
JHB,Mpofu,Thabo,3910279506788,2019,85,Female,1,0,0,0,0,0,0,1
DC42,Sithole,Phumzile,3703231184949,1997,88,Male,1,0,0,0,1,0,1,2
GT422,Feni,Shaun,6201067040846,2004,63,Female,0,1,0,1,0,0,1,2
GT421,Khoza,Jason,4204155197235,2002,82,Male,1,0,1,1,0,0,1,3
GT485,Stewart,Njabulo,3710225964680,2013,87,Female,1,1,1,0,0,0,1,3
DC42,Young,Nicole,8605184837244,2015,38,Male,0,0,1,1,0,0,1,2
TSH,Green,Zanele,2610038219695,2011,98,Female,1,0,0,1,0,1,1,2
GT423,Nkuna,Gugu,5302222735513,2018,72,Female,1,1,1,0,0,1,1,3
GT485,Mpofu,Thabo,7401247476288,2000,51,Male,0,1,1,0,0,1,1,2
GT422,Ndlovu,Shaun,6005088257029,2022,64,Male,0,0,0,0,0,1,1,0
DC48,Ngqola,Litha,3904085350220,2012,86,Male,1,0,1,0,0,1,1,2
GT484,Ncobo,Sinethemba,9606134026056,2022,28,Male,0,0,0,0,0,1,1,0
GT481,Gxowa,Thamsanqa,7008175236867,2019,54,Male,0,0,1,1,0,1,1,2
GT485,Zikhali,Zanele,8702208234235,2012,38,Female,0,1,0,0,0,1,1,1
TSH,Yaso,Sibongile,7105165924621,2019,53,Female,0,1,0,1,0,0,1,2
GT484,Magwaza,Tshepo,7808266764188,2000,46,Female,0,0,1,0,0,1,1,1
DC42,Gwala,Lerato,3707035781383,2018,87,Male,1,1,0,1,0,1,1,3
GT484,Brown,Lindiwe,4201055054353,2016,83,Male,1,0,1,0,0,0,1,2
GT481,Noqoli,Khanyisa,3701211152870,2015,88,Male,1,0,0,1,0,0,1,2
EKU,Mfenyana,Sibongile,6908272782069,2004,55,Female,0,0,0,1,0,0,1,1
GT422,Ngidi,Sello,5507232433313,2009,69,Male,1,1,0,1,0,1,1,3
JHB,Mitchell,Nicole,5005277341421,2014,74,Female,1,1,0,0,0,0,1,2
DC42,Scott,Litha,5211263055983,2005,72,Male,1,1,1,0,0,1,1,3
DC42,Khumalo,Thembeka,7411106286627,2015,50,Female,0,0,0,0,0,0,1,0
JHB,Clark,Akhona,7408019418543,2018,50,Female,0,0,1,0,0,0,1,1
DC42,Bell,Tshepo,7210026858857,2009,52,Male,0,0,0,1,0,0,1,1
GT422,Bongo,Anele,5207011096002,2008,72,Male,1,0,1,0,0,1,1,2
EKU,Shabalala,Tanya,7511158711941,2022,49,Female,0,0,1,0,0,0,1,1
JHB,Khumalo,Brandon,9202108254486,1996,33,Male,0,1,1,0,1,0,0,3
GT485,Yaso,Shannon,7510204501533,2011,49,Male,0,1,1,0,0,0,1,2
EKU,Mdluli,Jason,7401053799623,2012,51,Female,0,1,0,1,0,0,0,2
GT484,Mahlasela,Lusanda,8001194629701,2022,45,Male,0,1,0,1,0,0,1,2
GT485,Buthelezi,Gugulethu,4503025467721,1995,80,Female,1,1,1,1,1,1,1,5
GT421,Khumalo,Anele,9711227453648,2007,27,Female,0,1,0,1,0,0,1,2
GT423,Stewart,Stacy,4007106395383,2004,84,Male,1,0,1,1,0,1,1,3
DC48,Adams,Zanele,9806197361372,2001,26,Female,0,1,1,0,0,0,1,2
JHB,Mahlasela,Ayabonga,5108176566930,2017,73,Male,1,1,1,1,0,0,1,4
DC48,Zwane,Sinethemba,3805031905970,2018,86,Female,1,1,0,1,0,1,1,3
DC48,Mbatha,Zintle,308062473116,1996,88,Male,1,1,1,0,1,1,1,4
TSH,Qwabe,Zimasa,7704173629794,2017,47,Male,0,1,1,0,0,0,1,2
GT485,Motsweni,Lindiwe,6409101529166,2019,60,Male,0,1,0,0,0,0,1,1
GT423,Brown,Thabo,2909276420142,1999,95,Male,1,0,0,1,1,0,1,3
GT481,Mthethwa,Nokuthula,3710152740347,2004,87,Male,1,0,0,1,0,1,1,2
GT481,Baloyi,Brandon,7912105239340,2001,45,Female,0,0,1,1,0,1,1,2
EKU,Ward,Sipho,6401117076676,2013,61,Female,0,0,1,0,0,0,1,1
GT481,Jikeka,Phumzile,8907108546236,2017,35,Male,0,1,0,0,0,0,1,1
GT485,Taylor,Nomvula,6906033146035,2021,55,Female,0,1,1,0,0,1,0,2
EKU,Ndlovu,Sinethemba,3711026589018,2019,87,Female,1,1,0,1,0,0,1,3
GT485,Gqiba,Litha,7809218511093,2009,46,Male,0,0,1,1,0,0,1,2
JHB,Ngubane,Nomthandazo,5104103041655,2005,74,Female,1,0,1,1,0,1,1,3
GT484,Gqiba,Lusanda,8410032819454,1999,40,Male,0,1,0,0,1,0,1,2
TSH,Walker,Xolani,7506091824722,2005,49,Male,0,1,1,1,0,1,1,3
JHB,Mbatha,Lerato,5711189581182,2021,67,Male,1,0,0,1,0,0,0,2
GT421,Mthethwa,Bhekumuzi,3402227378980,2003,91,Male,1,0,0,1,0,1,1,2
GT481,Mbenenge,Zimasa,8006014144428,2009,44,Female,0,1,1,0,0,0,1,2
EKU,Ward,Ayabonga,4102277171574,2001,84,Male,1,0,0,1,0,1,1,2
GT485,Gxowa,Nqobile,7808147664818,2020,46,Male,0,1,1,0,0,1,1,2
GT422,Dlamini,Zanele,7504271788446,2003,49,Female,0,1,1,0,0,1,1,2
GT422,Stewart,Akhona,5906111724255,1995,65,Male,0,1,1,1,1,0,1,4
GT422,Seboko,Nomthandazo,8103086836231,2003,44,Female,0,1,1,0,0,1,1,2
GT423,Mthimkulu,Tanya,9509152324127,2010,29,Female,0,1,0,0,0,0,1,1
GT421,Mbenenge,Sinethemba,9801247941873,2011,27,Male,0,0,0,0,0,0,1,0
EKU,Bell,Litha,3909023798242,1995,85,Female,1,0,0,1,1,0,1,3
EKU,Dlamini,Stacy,3906121743225,2013,85,Male,1,0,1,1,0,1,1,3
GT484,Smith,Leigh,7802261996149,2008,47,Male,0,0,0,1,0,0,1,1
JHB,Gwala,Candice,5705043450035,2005,67,Male,1,0,1,0,0,0,0,2
TSH,Shabalala,Wayne,4704277715705,2017,77,Female,1,0,1,0,0,1,1,2
JHB,Ward,Zanele,3212211900967,2007,92,Female,1,0,0,1,0,0,1,2
TSH,Mdluli,Anathi,2607093654993,2021,98,Female,1,0,1,0,0,1,1,2
DC42,Yaso,Lindiwe,2902191138294,2001,96,Female,1,1,1,0,0,1,1,3
EKU,Seboko,Buhle,8406213641563,2002,40,Female,0,0,0,0,0,1,1,0
TSH,Khoza,Thulani,9007035328836,2018,34,Female,0,0,1,0,0,1,1,1
GT423,Martin,Siphesihle,406283050447,2013,79,Female,1,0,0,0,0,0,1,1
TSH,Gqiba,Lungile,6508013714789,2013,59,Female,0,0,0,1,0,1,1,1
EKU,Khumalo,Jade,6403074895729,2007,61,Female,0,0,1,0,0,0,1,1
GT485,Gqirana,Zanele,9605067621453,2007,28,Female,0,1,0,0,0,0,1,1
GT423,Mthimkulu,Nqobile,4705191339279,2009,77,Male,1,0,1,0,0,1,1,2
GT421,Mabuza,Lusanda,3907082936694,2010,85,Female,1,1,0,0,0,0,1,2
DC42,King,Nosipho,9004071650207,2014,35,Male,0,0,1,0,0,1,1,1
EKU,Qwabe,Nompumelelo,7606069520390,2022,48,Female,0,0,1,1,0,1,1,2
DC42,Sithole,Ayanda,8603014332309,2006,39,Male,0,1,0,1,0,1,1,2
JHB,Mahlangu,Zimasa,6708259490094,2010,57,Male,0,0,1,0,0,0,1,1
GT485,White,Stacy,2606237153489,2000,98,Female,1,1,0,0,0,1,1,2
GT423,Mthethwa,Leigh,5208254437146,2000,72,Female,1,0,1,0,0,0,1,2
DC42,Khoza,Anathi,8005093832194,2009,44,Male,0,0,0,1,0,1,1,1
GT421,Ncobo,Bhekumuzi,5508278693087,2009,69,Female,1,0,0,1,0,1,1,2
EKU,Mitchell,Zanele,4211041446297,2000,82,Male,1,0,1,0,0,0,1,2
GT481,Hill,Thamsanqa,9204161831773,2001,32,Female,0,1,1,0,0,1,1,2
DC42,Mokoena,Vuyiswa,2803201671134,2015,97,Male,1,0,1,1,0,0,1,3
JHB,Young,Jade,4106107915695,2005,83,Female,1,0,0,0,0,0,1,1
TSH,Mabaso,Phumeza,8607103438658,2000,38,Female,0,1,1,0,0,1,1,2
GT421,Mbenenge,Vuyolwethu,4505173242517,2010,79,Male,1,0,1,1,0,1,1,3
GT422,Mbenenge,Thembeka,4404072491390,1997,81,Female,1,0,1,1,1,1,1,4
GT422,Ndlovu,Sello,4604035066464,2021,79,Female,1,0,0,0,0,0,1,1
TSH,Feni,Bhekumuzi,7403062953768,2013,51,Female,0,0,0,1,0,0,1,1
DC48,Gumede,Mandla,5904235361325,2003,65,Male,0,0,1,1,0,1,1,2
GT485,Ntuli,Litha,4205172046185,2008,82,Male,1,0,0,1,0,1,1,2
DC48,Bongo,Mfundo,9804283299995,1999,26,Female,0,0,1,0,1,1,1,2
EKU,Nqini,Litha,5906034364242,2016,65,Male,0,0,0,1,0,1,1,1
DC48,Noqoli,Darren,5411248689204,1998,70,Female,1,1,0,0,1,0,1,3
GT421,Ndaba,Jade,7708043182303,1999,47,Male,0,0,1,1,1,0,1,3
JHB,Ncobo,Bongi,3811083993480,2001,86,Female,1,1,1,0,0,1,1,3
GT423,Gqirana,Nompumelelo,7909209156804,1999,45,Female,0,1,0,0,1,0,1,2
TSH,Ncobo,Luyolo,5905186038623,2004,65,Female,0,1,1,1,0,0,1,3
GT485,Gwala,Zintle,4802061622984,2012,77,Male,1,1,1,0,0,1,0,3
DC42,Mthembu,Mandla,5097325804,2020,67,Male,1,0,0,1,0,1,1,2
GT423,Nkosi,Nomthandazo,6106109897687,2014,63,Female,0,1,1,1,0,1,1,3
GT481,Clark,Brandon,6510092656095,1998,59,Male,0,1,1,1,1,1,1,4
GT484,Mkhize,Phumzile,9904163350105,2010,25,Female,0,1,0,0,0,1,1,1
GT422,Mbenenge,Jason,6806089732199,2017,56,Female,0,1,1,0,0,1,1,2
GT422,Young,Nomthandazo,6807169427354,2018,56,Male,0,1,1,0,0,0,1,2
GT481,Ngubane,Nomonde,5010015346162,1998,74,Male,1,0,1,0,1,1,1,3
GT485,Tshabalala,Themba,8608109783285,2014,38,Female,0,1,1,0,0,1,1,2
TSH,Zwane,Sipho,6607214360331,2000,58,Male,0,1,1,1,0,0,1,3
GT485,Ndlovu,Noluthando,8306035029723,2010,41,Male,0,1,0,1,0,0,1,2
GT423,Cele,Nqobile,5612124203898,2011,68,Male,1,1,1,1,0,0,1,4
DC48,Mdluli,Anele,7102171634559,2004,54,Male,0,1,1,1,0,1,1,3
EKU,Stewart,Lauren,9001086978518,2005,35,Male,0,1,0,1,0,0,1,2
GT484,Maluleke,Shaun,3611171323667,2010,88,Male,1,0,1,1,0,0,1,3
GT421,Young,Nokuthula,7603146713284,1996,49,Male,0,0,0,1,1,0,1,2
TSH,Ward,Bongi,5101111957075,2019,74,Male,1,1,0,1,0,0,1,3
GT422,Maluleke,Lerato,4008078371458,2020,84,Male,1,1,0,1,0,0,1,3
GT421,White,Thembeka,5004141788538,2014,75,Male,1,1,1,0,0,0,1,3
EKU,Mdletshe,Lusanda,5712281010994,2001,67,Female,1,0,0,1,0,0,0,2
GT421,Mphahlele,Siyabonga,4811218161170,2019,76,Female,1,1,0,0,0,1,1,2
GT481,Adams,Nosipho,4408253475498,2009,80,Female,1,1,0,0,0,1,1,2
GT423,Murphy,Lungile,7909267640124,1999,45,Female,0,0,0,1,1,1,0,2
GT481,Mokoena,Ayanda,5507018387189,1996,69,Female,1,0,0,0,1,0,1,2
GT481,Dlamini,Siphesihle,7103026518911,2022,54,Female,0,1,1,1,0,0,1,3
GT421,Gqirana,Zanele,6402122693858,2006,61,Female,0,0,0,0,0,0,1,0
EKU,Maluleke,Anathi,8204279825391,2022,42,Male,0,0,1,0,0,0,1,1
JHB,Ngubane,Leigh,7212072036195,2020,52,Male,0,1,1,0,0,0,1,2
JHB,Mokoena,Yamkela,3212277118905,1998,92,Female,1,1,1,0,1,0,1,4
GT421,Maluleke,Nomonde,4909278684518,2009,75,Male,1,0,0,0,0,0,1,1
GT481,King,Bongi,304214709819,2015,91,Female,1,1,1,0,0,0,1,3
JHB,Wright,Jason,4812289595093,2017,76,Male,1,0,1,1,0,0,1,3
JHB,Motsweni,Sibusiso,6704121525594,2021,58,Male,0,1,0,1,0,0,1,2
DC42,Mphahlele,Ashley,7208189067322,2017,52,Male,0,1,0,0,0,1,1,1
GT481,White,Wayne,2608123049370,1998,98,Female,1,1,0,0,1,0,1,3
TSH,Mahlasela,Nomthandazo,6010094722435,2014,64,Male,0,1,1,0,0,1,1,2
GT485,Dlamini,Zimasa,6210132341230,1996,62,Male,0,0,1,0,1,1,1,2
GT423,Khoza,Akhona,7304059685898,2021,52,Female,0,1,0,0,0,0,1,1
GT481,Khumalo,Kim,7507016821135,2003,49,Female,0,0,0,1,0,0,1,1
GT421,Gqiba,Siyabonga,4410094557725,2000,80,Male,1,1,1,1,0,0,1,4
DC48,Nkuna,Jade,3809262283021,2009,86,Male,1,0,1,1,0,1,0,3
DC48,Nqini,Xolani,3011024717370,2019,94,Male,1,1,0,1,0,1,1,3
GT484,Maluleke,Nokuthula,7409224418787,2013,50,Female,0,1,1,0,0,0,0,2
DC42,Magwaza,Lerato,8205088721607,2002,42,Male,0,0,1,0,0,1,1,1
GT481,Baloyi,Nompumelelo,6411119951628,1995,60,Male,0,0,0,0,1,1,1,1
DC42,Nkosi,Khanyisa,4408037766307,2006,80,Female,1,1,0,0,0,0,0,2
GT484,Ndlovu,Yamkela,2903103048096,2006,96,Female,1,0,1,1,0,1,1,3
GT423,Ngidi,Kevin,5901153691137,2015,66,Female,1,0,1,1,0,1,1,3
JHB,Mdletshe,Thabo,4307127648972,2022,81,Female,1,0,1,1,0,1,1,3
DC48,Baloyi,Gugu,8603278110354,2017,39,Female,0,0,0,0,0,0,1,0
JHB,Mahlasela,Nosipho,9210113731987,1996,32,Male,0,1,0,0,1,1,1,2
GT422,Khawula,Nicole,5310245702513,2022,71,Female,1,1,1,0,0,0,1,3
GT484,Mfenyana,Thabo,4701279768326,1997,78,Male,1,1,1,1,1,1,1,5
GT422,Majozi,Thamsanqa,4008113266824,2003,84,Female,1,1,1,0,0,1,1,3
DC48,Zwane,Kim,7907033362988,2004,45,Male,0,1,0,0,0,1,1,1
TSH,Khoza,Bhekumuzi,4701225374020,2012,78,Male,1,0,1,1,0,0,1,3
GT423,Noqoli,Jody,7008012857572,2021,54,Male,0,1,1,1,0,0,1,3
GT423,Martin,Wayne,5611173504111,1996,68,Female,1,1,1,0,1,1,1,4
GT422,Scott,Shaun,7708109496187,1997,47,Female,0,1,1,0,1,0,1,3
TSH,Khoza,Jody,6806255422712,2014,56,Male,0,1,0,1,0,1,1,2
TSH,Gwala,Thabo,8505103663905,2000,39,Male,0,1,1,1,0,0,1,3
DC48,Qina,Siphesihle,7402092660306,1999,51,Male,0,1,0,1,1,1,1,3
TSH,Clark,Gugulethu,408123605905,2008,78,Female,1,1,0,0,0,0,1,2
TSH,Mthembu,Lungile,2703142692355,2008,98,Male,1,0,0,1,0,0,1,2
GT484,Mthimkulu,Sibusiso,4501226613777,2004,80,Female,1,0,1,0,0,1,1,2
GT485,Wright,Gugu,7712191673004,1998,47,Female,0,1,1,1,1,0,1,4
GT484,Shabalala,Shannon,9702083487899,2000,28,Female,0,1,0,1,0,1,1,2
GT485,Ncobo,Jade,4907206235789,2021,75,Female,1,1,1,1,0,1,1,4
EKU,Brown,Anele,7402248373429,2005,51,Male,0,1,1,1,0,1,1,3
GT481,Mfenyana,Zintle,6406053716504,2019,60,Female,0,0,1,1,0,0,1,2
JHB,Qina,Khanyisile,7105222984478,2018,53,Male,0,1,0,0,0,1,1,1
GT421,Seboko,Darren,8012232813121,2015,44,Female,0,1,1,0,0,1,1,2
DC48,White,Anathi,7107064036910,2022,53,Female,0,0,0,0,0,0,1,0
GT422,Mkhize,Shaun,7009199866164,2001,54,Female,0,0,0,1,0,1,0,1
GT484,Khumalo,Nosipho,9607197919489,2002,28,Male,0,1,0,0,0,0,1,1
GT421,Ngubane,Zimasa,4705218421858,2000,77,Female,1,1,1,0,0,1,1,3
GT421,Mthethwa,Jody,8410068381098,2007,40,Female,0,0,1,0,0,1,1,1
GT421,Mabaso,Ashley,9701271978542,2007,28,Male,0,1,0,0,0,0,1,1
TSH,Gxowa,Litha,9511051157992,1996,29,Male,0,1,0,0,1,1,1,2
EKU,Nqini,Thamsanqa,3006214637550,2015,94,Female,1,0,0,1,0,1,1,2
GT481,Mabuza,Stacy,9405136102307,2002,30,Female,0,1,0,1,0,0,1,2
GT423,Ward,Sello,304193565855,1997,91,Female,1,0,0,0,1,0,1,2
TSH,Ngidi,Nomthandazo,303135582165,2016,92,Female,1,1,0,1,0,0,1,3
GT481,Mpofu,Phumzile,7904252015302,2022,45,Male,0,0,1,0,0,0,1,1
GT421,Khawula,Nokuthula,8803052480430,1996,37,Male,0,1,0,0,1,0,1,2
EKU,Mphahlele,Litha,2909162013671,2000,95,Male,1,1,1,0,0,0,1,3
JHB,Noqoli,Gugu,8102025305111,2018,44,Male,0,0,1,1,0,1,1,2
GT423,Baloyi,Sibongile,4804113767376,2022,77,Female,1,1,0,1,0,1,0,3
GT481,Tshabalala,Brandon,5510266385329,2001,69,Female,1,0,0,0,0,1,1,1
GT484,Mtimkulu,Jade,7712151119939,2009,47,Female,0,0,1,1,0,1,1,2
GT422,Mahlangu,Lindiwe,5002159213491,2007,75,Female,1,1,1,0,0,0,1,3
JHB,Mthimkulu,Mandla,9304172049049,1995,31,Male,0,0,0,0,1,1,1,1
TSH,Gxowa,Kyle,3101165923315,2012,94,Female,1,1,0,1,0,1,1,3
GT423,Majozi,Themba,9402215108222,2008,31,Male,0,0,0,0,0,1,1,0
GT423,Gumede,Nosipho,6111069186035,2000,63,Female,0,1,0,0,0,0,0,1
GT485,Taylor,Stacy,6309036756194,1998,61,Female,0,1,0,1,1,0,1,3
EKU,Gwala,Vuyolwethu,6108127210922,2022,63,Female,0,1,1,1,0,1,1,3
GT481,Stewart,Jody,2611034899814,2019,98,Female,1,0,1,1,0,0,1,3
EKU,Clark,Phumzile,305087707641,2008,90,Male,1,0,0,0,0,1,1,1
GT481,Mdletshe,Gugulethu,4803068789749,2010,77,Male,1,1,0,0,0,1,1,2
DC42,Gumede,Bhekumuzi,8909138392080,2002,35,Male,0,0,0,1,0,1,1,1
EKU,Mahlangu,Bhekumuzi,3302137637862,2020,92,Male,1,0,0,1,0,1,1,2
EKU,Nkuna,Sipho,9709216819006,2022,27,Female,0,0,0,0,0,1,1,0
DC42,Young,Noluthando,8308223674481,2012,41,Male,0,0,1,1,0,1,1,2
DC48,Buthelezi,Sipho,2901059756712,2008,96,Male,1,0,0,0,0,1,1,1
GT423,Jikeka,Nicole,4112226992985,2015,83,Female,1,0,1,0,0,0,1,2
GT421,Mthethwa,Bongi,3904058397707,2005,86,Female,1,0,1,0,0,1,1,2
EKU,Cele,Kevin,7203082652389,1998,53,Male,0,1,0,1,1,0,1,3
GT484,Mthimkulu,Mfundo,6812216776349,1996,56,Male,0,1,1,0,1,0,1,3
TSH,Magwaza,Yamkela,6701175953497,2001,58,Male,0,1,0,0,0,0,1,1
GT484,Walker,Zanele,2801025917977,2022,97,Female,1,1,0,1,0,1,1,3
